Region Code: EU
"Region Name: Europe"
Country Code: LUX
"Country Name: Luxembourg"
Export date: 12/2/2022 10:47:49 AM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG0070,Gonorrhoea,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0080,Other STDs,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0090,HIV/AIDS,2000,All,Age_all,[All],2.00000000,0.05520287,0.39682751,0.45577813,
CG0160,Tetanus,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0170,Meningitis,2000,All,Age_all,[All],1.00000000,0.02760144,0.30553021,0.22788906,
CG0250,Leishmaniasis,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0330,Ascariasis,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0340,Trichuriasis,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0420,Maternal conditions,2000,All,Age_all,[All],1.00000000,0.02760144,0.20631002,0.22788906,
CG0430,Maternal haemorrhage,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0510,Birth asphyxia and birth trauma,2000,All,Age_all,[All],6.00000000,0.16560861,1.94277590,1.36733438,
CG0520,Other perinatal conditions,2000,All,Age_all,[All],1.00000000,0.02760144,0.32379598,0.22788906,
CG0590,Noncommunicable diseases,2000,All,Age_all,[All],3147.00000000,86.86171681,415.06723675,717.16688316,
CG0600,Malignant neoplasms,2000,All,Age_all,[All],976.00000000,26.93900083,138.91330643,222.41972608,
CG0610,Mouth and oropharynx cancers,2000,All,Age_all,[All],27.00000000,0.74523875,4.41617158,6.15300472,
CG0650,Liver cancer,2000,All,Age_all,[All],26.00000000,0.71763732,3.80564589,5.92511565,
CG0660,Pancreas cancer,2000,All,Age_all,[All],54.00000000,1.49047750,7.17845762,12.30600944,
CG0720,Ovary cancer,2000,All,Age_all,[All],17.00000000,0.46922440,2.43612382,3.87411408,
CG0730,Prostate cancer,2000,All,Age_all,[All],59.00000000,1.62848468,7.31320720,13.44545475,
CG0744,Thyroid cancer,2000,All,Age_all,[All],5.00000000,0.13800718,0.70032023,1.13944532,
CG0745,Mesothelioma,2000,All,Age_all,[All],2.00000000,0.05520287,0.34611463,0.45577813,
CG0070,Gonorrhoea,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0090,HIV/AIDS,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0120,Pertussis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0170,Meningitis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0200,Malaria,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0220,Trypanosomiasis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0250,Leishmaniasis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0300,Japanese encephalitis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0330,Ascariasis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0380,Respiratory infections,2000,Female,Age_all,[All],45.00000000,2.47252747,7.57938395,20.21290931,
CG0430,Maternal haemorrhage,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0460,Obstructed labour,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0480,Other maternal conditions,2000,Female,Age_all,[All],1.00000000,0.05494505,0.41900826,0.44917576,
CG0510,Birth asphyxia and birth trauma,2000,Female,Age_all,[All],3.00000000,0.16483516,2.00955882,1.34752729,
CG0560,Vitamin A deficiency,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0590,Noncommunicable diseases,2000,Female,Age_all,[All],1607.00000000,88.29670330,324.26139987,721.82545030,
CG0613,c. Other pharynx cancer,2000,Female,Age_all,[All],2.00000000,0.10989011,0.80017598,0.89835153,
CG0660,Pancreas cancer,2000,Female,Age_all,[All],25.00000000,1.37362637,5.03595831,11.22939406,
CG0681,a. Malignant skin melanoma,2000,Female,Age_all,[All],9.00000000,0.49450549,2.87172934,4.04258186,
CG0720,Ovary cancer,2000,Female,Age_all,[All],17.00000000,0.93406593,4.39051377,7.63598796,
CG0743,Larynx cancer,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0750,"Lymphomas, multiple myeloma",2000,Female,Age_all,[All],25.00000000,1.37362637,5.69256134,11.22939406,
CG0040,STDs excluding HIV,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0050,Syphilis,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0120,Pertussis,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0130,Poliomyelitis,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0210,Tropical-cluster diseases,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0220,Trypanosomiasis,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0300,Japanese encephalitis,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0310,Trachoma,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0380,Respiratory infections,2000,Male,Age_all,[All],40.00000000,2.21852468,14.79699172,18.50309927,
CG0390,Lower respiratory infections,2000,Male,Age_all,[All],40.00000000,2.21852468,14.79699172,18.50309927,
CG0540,Protein-energy malnutrition,2000,Male,Age_all,[All],1.00000000,0.05546312,0.38010702,0.46257748,
CG0550,Iodine deficiency,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0611,a. Lip and oral cavity cancers,2000,Male,Age_all,[All],5.00000000,0.27731559,1.77592522,2.31288741,
CG0612,b. Nasopharynx cancers,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0613,c. Other pharynx cancer,2000,Male,Age_all,[All],18.00000000,0.99833611,6.52447482,8.32639467,
CG0680,Melanoma and other skin cancers,2000,Male,Age_all,[All],10.00000000,0.55463117,3.38656203,4.62577482,
CG0681,a. Malignant skin melanoma,2000,Male,Age_all,[All],8.00000000,0.44370494,2.68835292,3.70061985,
CG0742,Gallbladder and biliary tract cancer,2000,Male,Age_all,[All],4.00000000,0.22185247,1.48183028,1.85030993,
CG0743,Larynx cancer,2000,Male,Age_all,[All],9.00000000,0.49916805,3.22980860,4.16319734,
CG0760,Leukaemia,2000,Male,Age_all,[All],17.00000000,0.94287299,6.15814205,7.86381719,
CG0780,Other neoplasms,2000,Male,Age_all,[All],1.00000000,0.05546312,0.32796892,0.46257748,
CG0790,Diabetes mellitus,2000,Male,Age_all,[All],16.00000000,0.88740987,5.66295791,7.40123971,
CG0870,Alzheimer and other dementias,2000,Female,Age_all,[All],72.00000000,3.95604396,10.95043119,32.34065490,
CG0920,Obsessive-compulsive disorder,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1000,Cataracts,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1050,Rheumatic heart disease,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1080,Cerebrovascular disease,2000,Female,Age_all,[All],264.00000000,14.50549451,48.29980638,118.58240129,
CG1140,Other respiratory diseases,2000,Female,Age_all,[All],40.00000000,2.19780220,7.26461371,17.96703050,
CG1181,Gastritis and duodenitis,2000,Female,Age_all,[All],2.00000000,0.10989011,0.24359221,0.89835153,
CG1184,Gallbladder and biliary diseases,2000,Female,Age_all,[All],8.00000000,0.43956044,1.42784853,3.59340610,
CG1230,Other genitourinary system diseases,2000,Female,Age_all,[All],4.00000000,0.21978022,1.11245929,1.79670305,
CG1280,Gout,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1310,Congenital anomalies,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1410,Spina bifida,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1440,Dental caries,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1480,Injuries,2000,Female,Age_all,[All],81.00000000,4.45054945,20.88971305,36.38323676,
CG1510,Poisonings,2000,Female,Age_all,[All],2.00000000,0.10989011,0.56964625,0.89835153,
CG1530,Fires,2000,Female,Age_all,[All],4.00000000,0.21978022,1.60772180,1.79670305,
CG1542,Natural disasters,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1590,War,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0768,Ill-defined malignant neoplasms,2000,Female,Age_all,[All],41.00000000,2.25274725,9.27953925,18.41620626,
CG0789,Diabetes mellitus and endocrine disorders,2000,Female,Age_all,[All],47.00000000,2.58241758,10.27071499,21.11126084,
CG1605,Ill-defined injuries/accidents,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0750,"Lymphomas, multiple myeloma",2000,All,Age_all,[All],42.00000000,1.15926028,5.66214112,9.57134067,
CG0800,Endocrine disorders,2000,All,Age_all,[All],15.00000000,0.41402153,2.31649002,3.41833595,
CG0810,Neuropsychiatric conditions,2000,All,Age_all,[All],219.00000000,6.04471433,30.30962214,49.90770493,
CG0890,Multiple sclerosis,2000,All,Age_all,[All],4.00000000,0.11040574,0.69200894,0.91155625,
CG0900,Drug use disorders,2000,All,Age_all,[All],22.00000000,0.60723158,5.56473027,5.01355940,
CG0970,Other neuropsychiatric disorders,2000,All,Age_all,[All],26.00000000,0.71763732,3.65165468,5.92511565,
CG0980,Sense organ diseases,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1060,Hypertensive heart disease,2000,All,Age_all,[All],50.00000000,1.38007176,5.70596658,11.39445318,
CG1070,Ischaemic heart disease,2000,All,Age_all,[All],455.00000000,12.55865305,58.96217759,103.68952394,
CG1160,Peptic ulcer disease,2000,All,Age_all,[All],11.00000000,0.30361579,1.23568372,2.50677970,
CG1170,Cirrhosis of the liver,2000,All,Age_all,[All],78.00000000,2.15291195,13.40775595,17.77534696,
CG1190,Other digestive diseases,2000,All,Age_all,[All],68.00000000,1.87689760,8.72519351,15.49645633,
CG1200,Genitourinary diseases,2000,All,Age_all,[All],36.00000000,0.99365167,4.32434183,8.20400629,
CG1280,Gout,2000,All,Age_all,[All],1.00000000,0.02760144,0.19459216,0.22788906,
CG1290,Back pain,2000,All,Age_all,[All],2.00000000,0.05520287,0.36916085,0.45577813,
CG1370,Oesophageal atresia,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1380,Renal agenesis,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1450,Periodontal disease,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1460,Edentulism,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1530,Fires,2000,All,Age_all,[All],6.00000000,0.16560861,1.19023208,1.36733438,
CG1540,Drownings,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1610,Ill-defined diseases,2000,All,Age_all,[All],107.00000000,2.95335357,13.44583943,24.38412981,
CG0780,Other neoplasms,2000,Female,Age_all,[All],2.00000000,0.10989011,0.37936647,0.89835153,
CG0830,Bipolar disorder,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0860,Alcohol use disorders,2000,Female,Age_all,[All],6.00000000,0.32967033,1.91975043,2.69505457,
CG0910,Post-traumatic stress disorder,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0960,Mental Retardation,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0990,Glaucoma,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1040,Cardiovascular diseases,2000,Female,Age_all,[All],778.00000000,42.74725275,134.80511304,349.45874321,
CG1090,Inflammatory heart diseases,2000,Female,Age_all,[All],14.00000000,0.76923077,2.44269101,6.28846067,
CG1130,Asthma,2000,Female,Age_all,[All],12.00000000,0.65934066,3.23111306,5.39010915,
CG1180,Appendicitis,2000,Female,Age_all,[All],1.00000000,0.05494505,0.39870576,0.44917576,
CG1185,Pancreatitis,2000,Female,Age_all,[All],5.00000000,0.27472527,1.07386208,2.24587881,
CG1210,Nephritis and nephrosis,2000,Female,Age_all,[All],17.00000000,0.93406593,2.57986334,7.63598796,
CG1270,Osteoarthritis,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1320,Abdominal wall defect,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1350,Cleft lip,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1400,Congenital heart anomalies,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1450,Periodontal disease,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1475,Sudden infant death syndrome,2000,Female,Age_all,[All],1.00000000,0.05494505,0.66985294,0.44917576,
CG1520,Falls,2000,Female,Age_all,[All],16.00000000,0.87912088,3.58793577,7.18681220,
CG1550,Other unintentional injuries,2000,Female,Age_all,[All],32.00000000,1.75824176,5.35165813,14.37362440,
CG1580,Violence,2000,Female,Age_all,[All],2.00000000,0.10989011,1.04567443,0.89835153,
CG0769,Other malignant neoplasms,2000,Female,Age_all,[All],22.00000000,1.20879121,5.73596279,9.88186677,
CG0395,COVID-19,2000,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0395,COVID-19,2000,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0000,All Causes,2000,Male,Age_all,[All],1803.00000000,100.00000000,662.16665673,834.02719956,
CG0080,Other STDs,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0090,HIV/AIDS,2000,Male,Age_all,[All],2.00000000,0.11092623,0.78111097,0.92515496,
CG0160,Tetanus,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0170,Meningitis,2000,Male,Age_all,[All],1.00000000,0.05546312,0.58838785,0.46257748,
CG0180,Hepatitis B,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0250,Leishmaniasis,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0340,Trichuriasis,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0490,Perinatal conditions,2000,Male,Age_all,[All],5.00000000,0.27731559,3.13381493,2.31288741,
CG0500,Low birth weight,2000,Male,Age_all,[All],2.00000000,0.11092623,1.25352597,0.92515496,
CG0510,Birth asphyxia and birth trauma,2000,Male,Age_all,[All],3.00000000,0.16638935,1.88028896,1.38773245,
CG0580,Other nutritional disorders,2000,Male,Age_all,[All],1.00000000,0.05546312,0.37024019,0.46257748,
CG0590,Noncommunicable diseases,2000,Male,Age_all,[All],1540.00000000,85.41320022,555.70194250,712.36932186,
CG0640,Colon and rectum cancers,2000,Male,Age_all,[All],59.00000000,3.27232390,21.19650189,27.29207142,
CG0650,Liver cancer,2000,Male,Age_all,[All],17.00000000,0.94287299,5.70493167,7.86381719,
CG0730,Prostate cancer,2000,Male,Age_all,[All],59.00000000,3.27232390,21.68957065,27.29207142,
CG0731,Testicular cancer,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0732,Kidney cancer,2000,Male,Age_all,[All],10.00000000,0.55463117,3.55831515,4.62577482,
CG0750,"Lymphomas, multiple myeloma",2000,Male,Age_all,[All],17.00000000,0.94287299,5.93554201,7.86381719,
CG0751,a. Hodgkin lymphoma,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0820,Unipolar depressive disorders,2000,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0020,Infectious and parasitic diseases,2001,All,Age_all,[All],39.00000000,1.08725955,5.64056766,8.82752377,
CG0070,Gonorrhoea,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0120,Pertussis,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0150,Measles,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0200,Malaria,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0250,Leishmaniasis,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0330,Ascariasis,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0380,Respiratory infections,2001,All,Age_all,[All],101.00000000,2.81572345,11.72800140,22.86102309,
CG0410,Otitis media,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0460,Obstructed labour,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0510,Birth asphyxia and birth trauma,2001,All,Age_all,[All],3.00000000,0.08363535,1.06074132,0.67904029,
CG0540,Protein-energy malnutrition,2001,All,Age_all,[All],1.00000000,0.02787845,0.10137953,0.22634676,
CG0590,Noncommunicable diseases,2001,All,Age_all,[All],3081.00000000,85.89350432,415.69142360,697.37437755,
CG0613,c. Other pharynx cancer,2001,All,Age_all,[All],18.00000000,0.50181210,2.91218667,4.07424174,
CG0640,Colon and rectum cancers,2001,All,Age_all,[All],112.00000000,3.12238640,14.96155786,25.35083748,
CG0681,a. Malignant skin melanoma,2001,All,Age_all,[All],12.00000000,0.33454140,1.70465272,2.71616116,
CG0720,Ovary cancer,2001,All,Age_all,[All],31.00000000,0.86423195,4.46245625,7.01674966,
CG0732,Kidney cancer,2001,All,Age_all,[All],23.00000000,0.64120435,3.41004627,5.20597555,
CG0744,Thyroid cancer,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0753,c. Multiple myeloma,2001,All,Age_all,[All],19.00000000,0.52969055,2.48052801,4.30058850,
CG0790,Diabetes mellitus,2001,All,Age_all,[All],51.00000000,1.42180095,7.54484487,11.54368493,
CG0840,Schizophrenia,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0890,Multiple sclerosis,2001,All,Age_all,[All],1.00000000,0.02787845,0.12466858,0.22634676,
CG0030,Tuberculosis,2001,All,Age_all,[All],5.00000000,0.13939225,0.60393805,1.13173382,
CG0060,Chlamydia,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0080,Other STDs,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0110,Childhood-cluster diseases,2001,All,Age_all,[All],1.00000000,0.02787845,0.19867174,0.22634676,
CG0160,Tetanus,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0190,Hepatitis C,2001,All,Age_all,[All],3.00000000,0.08363535,0.37333455,0.67904029,
CG0210,Tropical-cluster diseases,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0290,Dengue,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0340,Trichuriasis,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0370,Other infectious diseases,2001,All,Age_all,[All],21.00000000,0.58544745,2.70291680,4.75328203,
CG0420,Maternal conditions,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0450,Hypertensive disorders,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0470,Abortion,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0500,Low birth weight,2001,All,Age_all,[All],7.00000000,0.19514915,2.47506307,1.58442734,
CG0550,Iodine deficiency,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0580,Other nutritional disorders,2001,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0600,Malignant neoplasms,2001,All,Age_all,[All],923.00000000,25.73180931,132.45380034,208.91806247,
CG0612,b. Nasopharynx cancers,2001,All,Age_all,[All],1.00000000,0.02787845,0.12694628,0.22634676,
CG0650,Liver cancer,2001,All,Age_all,[All],27.00000000,0.75271815,3.73989067,6.11136261,
CG0680,Melanoma and other skin cancers,2001,All,Age_all,[All],13.00000000,0.36241985,1.83159900,2.94250792,
CG0682,b. Non-melanoma skin cancer,2001,All,Age_all,[All],1.00000000,0.02787845,0.12694628,0.22634676,
